machine_id,test_id,technician,test_routine,batched,loc_1_x_offset,loc_1_y_offset,loc_1_z_offset,loc_2_x_offset,loc_2_y_offset,loc_2_z_offset
Machine_23,a0a39ad431bb41e696592686d613d4ab,Peter Wheeler,"['b', 'a', 'e', 'c']",N/A,-9.87,0.409272,3540,-7.41,0.759614,3188
Machine_01,435eb342ca784297a9facc01ea1dcdca,Daniel Molina,"['e', 'f', 'a', 'd']",N/A,2.26,0.75891,2753,2.48,0.756662,3667
Machine_02,e7f8947e2d27462e9600ea35a41aa639,Terri Crawford,['b'],Yes,2.67,0.808477,3774,12.5,0.757383,3936
Machine_12,ff19fbf00daf4434b74ea516f923c3a8,James Wright,"['b', 'e', 'c', 'd']",N/A,7.9,0.400832,3201,14.15,0.664803,2562
Machine_02,0a9097a78c2f4cde8ba9b0edd6062e84,Katie Clark,"['c', 'a', 'b', 'f', 'e']",No,-12.85,0.859388,3370,-11.13,0.828366,4581
Machine_23,8b2db93308bb45faab0f1845b2466f57,Rebecca Johnson,"['d', 'c']",N/A,-4.42,0.624307,4920,-4.18,0.190823,2709
Machine_24,752c9070536e4ee6af6ae9e2c32b70a3,Kevin Mullen,['f'],Yes,-2.28,0.890417,4623,12.16,0.835153,3152
Machine_17,54f5cef299b14d9fbfd5a7f145c9e997,Derrick Francis,"['f', 'e', 'c', 'd']",No,-9.93,0.340692,4437,-7.27,0.11557,4557
Machine_01,e9afa83cba744193b763f1115e71d562,Terry Arnold,"['c', 'a']",No,-9.19,0.862676,3994,1.92,0.451217,3297
Machine_06,cf8786add0c242b983fcf8536f4658e6,Lisa Alvarez,"['d', 'b', 'c', 'e', 'f']",N/A,-3.0,0.354694,4779,8.93,0.29084,2859
Machine_03,6b88de74bd45451ebc11af168766fb3d,Harold Schneider,"['c', 'b', 'd']",N/A,-9.5,0.964198,3642,-7.88,0.644162,3275
Machine_17,9bba59a6954b45539ed27317be581ba3,Eric Walsh,"['b', 'a', 'c', 'e']",N/A,9.24,0.394465,2698,9.3,0.878817,3470
Machine_23,a6ccdb42fa0d4ea78913bcb3591ebcc5,Jesse Moreno,"['a', 'f', 'b', 'c']",N/A,8.28,0.278693,3803,12.16,0.713089,4918
Machine_06,aa9495d27744422c948cdda6cccf8de6,Miss Alexandra Kramer,"['c', 'b']",No,7.53,0.805848,3644,-5.33,0.221473,2637
Machine_19,c1dd03a5feba4aa4960f5a2e9d71f1a1,Katherine Bullock,['e'],N/A,10.44,0.469476,2654,5.98,0.694073,3444
Machine_10,abe173042a64412d8137a9d97e4c4128,Kathleen Smith,"['b', 'f']",No,-10.44,0.103429,3289,10.78,0.984903,3793
Machine_18,5128790faa9146aab6edca11e4ddee23,Elizabeth Roy DDS,['f'],N/A,-1.59,0.969759,2984,4.14,0.922674,4856
Machine_02,ce0ed4bf0b494bd3948927a09c96836d,Seth Beard,"['a', 'b']",Yes,-1.6,0.493128,2971,4.53,0.273251,2724
Machine_07,0f976459e7d74f93a0aeed5bdabe1f1c,Dominique Johnston,"['e', 'c', 'd', 'b', 'f']",Yes,-1.37,0.916588,3618,-13.65,0.391035,2556
Machine_13,9fe08522ee3b4e80ba8519b5604e0c5f,Rachel Wallace,"['c', 'f']",N/A,-6.2,0.72846,3989,-13.63,0.987997,2587
Machine_03,e6ddf2668a3149d7ad6db642c5377a93,Ashley Leonard,"['a', 'f', 'd', 'b', 'c']",N/A,-7.1,0.829005,3880,-14.47,0.70667,4205
Machine_04,49680ca7048a4b1c938389a98490dabc,Shelia Lopez,"['b', 'd', 'e', 'a', 'c']",No,14.74,0.951606,3571,-1.68,0.343975,4735
Machine_16,afcd240079b940359947d3456c3c2a5c,Jonathan Kelley,['c'],N/A,2.47,0.127063,4687,7.93,0.639184,4127
Machine_17,2da2cc8a24c340c0bee22a270e6ddfcd,William Ross,"['e', 'd', 'c']",Yes,9.27,0.11338,4617,-6.26,0.174423,2977
Machine_19,4767b7c463e943ef8f3eb7e4a2e7ab67,George Boyd,"['a', 'c']",No,9.84,0.597684,4140,-13.0,0.367974,2510
Machine_13,ec4d7dd1f8454e189e13c89d6b653559,Tammy Johnson,"['b', 'a']",Yes,-11.15,0.334696,3898,4.39,0.407953,3226
Machine_01,ca90c13254c94cd5b384beb29fa47817,Dana Rogers,"['b', 'e', 'f']",No,-11.73,0.873033,4432,13.8,0.338334,3498
Machine_19,c5685b3265434c92ad511b9ab6309bed,Daniel Allen,['b'],No,5.69,0.528367,3226,10.63,0.392206,4652
Machine_08,387a3e1584fc414ca195a58cab599637,Michael Austin,['c'],N/A,4.42,0.54591,3538,-8.91,0.406071,3285
Machine_03,be5cadde99d347f6a3ff7e562c4de888,Jennifer Cummings,['b'],N/A,-1.23,0.78623,3356,6.4,0.465773,3207
Machine_02,c3ed8cd13f35400eb1bb281181f542fc,Kelly Brooks,"['e', 'b', 'c', 'a', 'f']",No,-7.83,0.784522,2618,2.86,0.3831,3963
Machine_25,70865ecbdfe94301a11992547e8c3bd6,Christopher George,"['c', 'f', 'b', 'a', 'd', 'e']",Yes,-2.72,0.35571,4347,3.98,0.332507,4080
Machine_24,2786ef754f364c2da89da32efa9d0378,Amy Mitchell,"['f', 'c', 'd', 'e', 'a', 'b']",N/A,6.37,0.588596,3863,3.86,0.909352,3572
Machine_12,04552d44b77a49a3af856747c7413415,Robert Henry,"['f', 'c', 'b', 'a']",No,3.63,0.347386,3277,-14.6,0.487439,4084
Machine_21,6a3125683cb34cd1b8f5fcccfaa7b6d5,Stacey Garcia,"['c', 'f']",Yes,-9.9,0.396399,4243,11.7,0.125576,2687
Machine_12,e9cf58ec604645cdaa2d12f780770e55,Susan Brown,"['a', 'e']",Yes,5.99,0.436057,3352,-8.56,0.52329,4792
Machine_06,12dcd58765f64bf984f74dfc1bf6e373,Amanda Mcgee,"['f', 'e', 'c', 'b']",N/A,11.37,0.755432,4835,12.97,0.468439,3982
Machine_23,8b47e711f5ee453994b24055944c9b66,Tiffany Chavez,"['a', 'f', 'b', 'e']",Yes,-12.74,0.686839,4785,-9.41,0.625371,2920
Machine_25,60637abc9a5449b2a59c728847b2522a,Rachel Murphy,"['e', 'c']",No,0.36,0.12786,2597,8.91,0.48887,2799
Machine_23,7a3aee6191694cefae0c0ffc8ddf7eab,Paige Jackson,"['f', 'b']",N/A,8.6,0.406231,3092,-8.38,0.817883,2845
Machine_17,5e5ec6be28d64e648c13553b7fe9e660,Clifford Garcia,"['e', 'c', 'f', 'a']",N/A,2.59,0.560539,4673,6.67,0.35924,3138
Machine_08,886fad2f067c4cb681eb4a93068dcfb7,Nancy Carlson,"['f', 'd', 'e', 'c', 'a', 'b']",No,12.26,0.74734,2838,0.42,0.40651,3481
Machine_24,5c5db405b55c40d68ce7f763472387dc,Jeffrey Brown,"['d', 'a', 'e', 'c', 'f']",No,-1.22,0.22314,3143,7.74,0.16074,4289
Machine_19,6864dd01ee4946f9a6597c60915034df,Becky Day,"['d', 'e', 'a', 'f']",N/A,14.54,0.943067,3251,11.31,0.467931,4922
Machine_23,6158884375374ca8991911db57196592,Beth Lawrence,"['f', 'c', 'b']",No,5.3,0.752698,4788,-8.8,0.51489,4095
Machine_25,616779cb17254c8381787d122b8283bd,Elizabeth Sutton,"['c', 'd']",Yes,3.8,0.393943,4457,-11.1,0.83005,4810
Machine_12,61d3322d01354d01ae84da93ec57d9c8,Gina Hamilton,"['e', 'b', 'f', 'a', 'c']",N/A,5.31,0.445253,4067,4.28,0.995548,2609
Machine_05,a0103634986e48fcad21892cc4e6dde0,Jacqueline Sullivan,"['e', 'a', 'f']",Yes,-11.91,0.424168,4712,10.68,0.622385,3696
Machine_21,0caaf3883d174574a0cbfcb3737f473f,Donna Sanchez,"['c', 'b', 'a', 'd', 'f']",Yes,12.42,0.308262,4936,-11.7,0.6713,2923
Machine_12,dc861762936b41c5abbe2d0bcfe77a55,Christine Harvey,"['c', 'f']",N/A,-9.35,0.826192,3432,14.42,0.617682,2803
Machine_15,63ea8998f098450e97ddeb995112b864,Courtney Lyons,"['f', 'b']",No,3.95,0.189346,2667,-1.62,0.558204,3207
Machine_24,58bbfbf271744cc583e11e302ee4378d,Erik Richard,"['e', 'c', 'd', 'a', 'f', 'b']",N/A,-5.24,0.524834,2648,-13.44,0.405662,4161
Machine_24,6f69238224de401d8b587215e348b275,Dr. Allison Greene DDS,"['a', 'e']",N/A,-12.62,0.939,2850,-6.16,0.557325,2995
Machine_02,12ef80ac6483413d8b6830b1a3f4c05d,Monica Jones,"['f', 'd']",Yes,11.17,0.32036,3855,0.94,0.508265,3465
Machine_24,d83afb8ddb8a42299912165f2bdeed55,Katrina Jackson,"['a', 'f']",Yes,7.7,0.63318,3521,14.58,0.78052,4363
Machine_07,b1e7b20e1ffe471d9441291507b0bd44,Christine Pollard,"['f', 'd', 'a', 'e']",N/A,9.29,0.890021,2512,4.76,0.679656,4712
Machine_02,3ab858efb2124931a509fdab580a170b,Scott Gross,['d'],N/A,6.7,0.864395,4624,-2.2,0.92358,4516
Machine_08,b52e88a133744fa49179761e2e7affa8,Victoria Williams,"['c', 'd', 'a', 'f', 'b']",Yes,-2.5,0.585795,2791,-1.85,0.21844,3552
Machine_04,84ca5e7c96dd4342b81d17ea0e3fbf01,James Ball,"['d', 'a', 'e', 'c', 'f', 'b']",Yes,8.8,0.90666,2689,13.5,0.645427,2695
Machine_13,2e930c3e87f94b72b21cda5b70a867dd,Stephen Hall,"['a', 'e', 'f', 'd', 'c']",No,-14.3,0.407161,4296,-1.5,0.737604,3622
Machine_23,630a311f3c9742cfae1511e19f417028,Mrs. Kelly Phillips,"['d', 'c']",Yes,-11.29,0.663383,2637,-11.89,0.5779,4100
Machine_10,e3ae313014c64e929385e0cd2e23cd17,Jerry Young,"['b', 'f', 'a', 'c', 'e']",Yes,1.66,0.397852,4053,13.2,0.291655,4225
Machine_01,63ebd897d4714b2ba911ec03669541f8,William Terry,"['c', 'e', 'f']",Yes,-8.22,0.321074,3932,10.4,0.12758,4858
Machine_15,c1a24ce8098a4c97b6a5aa445b5ad489,Wayne Sanders,"['d', 'e', 'f', 'a', 'c']",No,-1.97,0.218082,3148,-11.7,0.44065,4215
Machine_18,ba1e65344c6245c89bee9551da639f50,Nicholas Ayala,"['f', 'b', 'a', 'd']",No,0.2,0.403827,3286,12.59,0.399505,4938
Machine_23,91baa5cf2fac4967ae3d4605052d771d,Terry Johnston,['d'],N/A,-2.73,0.797305,3839,3.82,0.398623,4563
Machine_01,12baa5c49d17477c8712ff128f4025d3,Charles Jones,"['a', 'e', 'b', 'c']",Yes,8.25,0.742322,4356,13.58,0.50803,3871
Machine_09,3f6517d20117466bad5f03650475e7ae,Nancy Brown,"['a', 'b']",No,-2.6,0.36047,2928,-9.34,0.313,3048
Machine_07,5e6d460f2d924db4aebcce5155ed2525,Dennis Reed,"['b', 'a', 'd', 'c', 'e', 'f']",Yes,-6.12,0.387021,4061,2.76,0.940938,3527
Machine_05,1a147338718f4d0da9960de8d26d464a,Victor Cooper,"['f', 'd', 'c', 'b']",Yes,-2.79,0.817489,2599,-7.12,0.385521,4858
Machine_08,e652df285f6e4197a2528e1c5a6c3a30,Michael Pearson,"['b', 'c', 'a']",N/A,6.7,0.42888,4167,10.91,0.38251,2634
Machine_13,a5bf0a3cca774ab3b4803c7f1df769e5,Robert Chandler,"['b', 'c', 'd', 'f']",No,13.99,0.937897,3291,-1.37,0.25411,3620
Machine_02,1d1e4b11e2ea4818ba4872e2ce3d7ddd,Michelle Giles,['f'],N/A,-14.95,0.799741,2521,-14.12,0.908736,3129
Machine_09,fc0033b4e28046aaa4eb2bb45ab575dc,Jeffrey Watts,"['a', 'c', 'e', 'd', 'b']",N/A,12.24,0.61098,4941,11.83,0.870057,4115
Machine_13,cc80189257944df090c3fb0b54f4e4f4,Susan Washington,"['a', 'f', 'e', 'b', 'd']",No,5.56,0.556305,2521,11.49,0.803069,2554
Machine_17,fff620f9ed8b417da56a66602c910007,Joanna Hammond,"['c', 'f', 'a', 'b', 'e']",No,-6.33,0.924831,3561,-13.45,0.856104,4518
Machine_10,2e050b91322d418aabab5e8576cbae38,Mary Mendoza,"['a', 'c']",N/A,5.15,0.500882,2632,-8.55,0.288506,4967
Machine_11,0c3f1db75fcf4971b1fc48b7c8951e1b,Brandon Bailey,"['d', 'c', 'f', 'b']",N/A,-8.98,0.221238,3847,-13.27,0.941581,2906
Machine_18,7cda3ce4681b43d28b8365335a89233a,Julie Wong,"['e', 'd', 'b', 'a']",Yes,-5.35,0.475268,3068,-5.38,0.91471,3085
Machine_13,7c0096ad43cf4cbc8ae578cbe24fdee7,Jimmy Romero,['e'],Yes,4.45,0.814017,4496,2.46,0.962906,4608
Machine_05,f7121a73d5904766b4a99a6313081d15,John Hall,"['e', 'c', 'b', 'a', 'd']",No,14.61,0.57243,2839,-4.69,0.736325,2505
Machine_23,e5b928226f4e463b8dc0c829eb7853a7,Joshua Gill,"['f', 'c', 'd', 'a', 'e']",N/A,-10.6,0.840508,4168,-4.74,0.357082,3607
Machine_12,467f3a54b3734295a5fbd8d9799b9959,Theresa Simon,"['d', 'f', 'c']",No,11.9,0.849439,3570,5.47,0.309626,2823
Machine_07,f5fa4e93883742ffa4ddd3c9db58b897,Alexa Perez,"['c', 'd', 'a']",No,-13.4,0.686963,4945,10.17,0.717152,3057
Machine_11,49b0d16b468a42a69fcd964288b05966,Sandra Davis,"['e', 'a', 'f', 'd', 'c']",Yes,4.3,0.55643,4037,6.53,0.14405,4954
Machine_11,29995eaf96204d1aa7d6cc75e008d24d,Derrick Freeman,['a'],No,13.44,0.167804,4243,10.21,0.347617,4349
Machine_03,b69ed91423e049e7a7aa2ab5e8021701,Gloria Foster,"['b', 'c', 'd', 'a', 'e', 'f']",N/A,1.15,0.16652,4459,4.47,0.14257,3564
Machine_13,1f46d3c24cf44f3888558b973428f989,Ryan Farmer,"['c', 'd', 'a', 'e', 'f', 'b']",Yes,9.42,0.477292,3644,2.1,0.170557,2984
Machine_23,83a84e5e74344c66bc6aa4b0c6295b1b,Michael Powell,['a'],Yes,2.96,0.219212,4984,-3.46,0.338594,3279
Machine_08,9ac2cfeba54d4d67bd8f5d6fb418452e,Donald Hudson,"['f', 'e', 'a']",N/A,1.88,0.671421,3852,-3.7,0.33277,4155
Machine_04,655d41e1aa88430ea704b8ff8c3b3f9a,Lynn Weaver,"['b', 'd', 'e', 'a', 'c']",No,-5.68,0.54734,4595,-4.2,0.201975,3149
Machine_08,cf877a8ed14746af93ae1154db700b06,Rose Rivera,['c'],No,-4.93,0.926503,3256,14.41,0.172921,4856
Machine_08,bbd2b592b45c4921a6056e7911dea110,David Moore,"['b', 'a', 'd', 'c', 'e', 'f']",N/A,11.9,0.132493,3386,3.59,0.5605,4366
Machine_24,9007c3a81ca44ed29a210d945b81f2b4,Michael Clark,"['b', 'f', 'e', 'a', 'd', 'c']",No,-3.86,0.736622,2897,-13.15,0.94509,2769
Machine_09,d2260dc9fe04488f87bd276f4c0de2ec,Linda Pittman,"['c', 'b', 'a']",No,-3.22,0.477527,3350,6.1,0.568025,3327
Machine_19,f5e555d871bb433684767e3fda237b7a,Nancy Dunlap,"['c', 'b', 'f', 'a', 'e']",Yes,3.85,0.383078,2691,-3.66,0.186851,4201
Machine_07,e8f94ca97ed44c1dbfecd6f177fb66a0,Diane Barajas,['a'],No,5.74,0.783285,3849,7.87,0.986645,2620
Machine_15,2d9b83f089eb4188b03ec26c99446f61,Anthony Tanner,"['c', 'b', 'f', 'a', 'd']",No,-1.8,0.268312,4755,12.38,0.817618,2839
Machine_19,bc1b2a3c15c04ffe8ac24060001c37cf,Brittany Moore,"['b', 'e', 'a', 'c', 'f', 'd']",N/A,-14.6,0.365541,3156,-4.64,0.447329,3413
Machine_06,007b559fb9494efeb35da9f6a068cc9c,Emily Frey,"['a', 'd', 'f', 'e', 'b']",No,-12.11,0.42553,2573,12.54,0.57687,4568
Machine_20,eff4780819414c99b1037ae8e106c6ae,Gloria Simpson,"['b', 'd', 'e']",Yes,-12.17,0.158671,3377,1.9,0.934142,2520
Machine_15,4249d921ae2749ababb70dbbd4d19b00,Richard Wallace,"['d', 'b', 'f', 'c', 'a', 'e']",Yes,-4.14,0.288248,2683,-12.2,0.503812,3312
Machine_25,60cdd2f426af48a8a6c127350a652331,Kristina Turner,"['d', 'c', 'b', 'f']",Yes,9.43,0.984448,4175,12.93,0.552613,2622
Machine_17,4f2fdaa76bb041d6821fad25fb2e2640,Shelly Martinez,"['d', 'c']",N/A,5.92,0.100278,2519,-9.9,0.560844,4105
Machine_07,7c2f0bedee304116bd66744d5255ed21,Carolyn Lyons,"['f', 'd', 'a', 'b', 'c']",No,14.28,0.516276,3537,-11.16,0.962661,3215
Machine_23,0b2507d004ec400d8a0878071802a01c,John Roberts,"['a', 'e', 'd']",Yes,-13.12,0.395179,3472,-7.75,0.68993,2849
Machine_11,1ccb98ec6e894e77a54028eec73fd5e0,Patrick Doyle,"['f', 'c', 'b', 'a']",No,-2.34,0.3614,3392,-8.7,0.33622,3810
Machine_16,18e0cece3925423ba8cb7290cdb15c6f,Brian Olsen,"['d', 'b']",No,-11.94,0.78586,2695,-9.64,0.401627,3327
Machine_19,3e9f9eb52315481199ee17d4925ec3c4,Ashley Miller,"['d', 'b', 'a']",N/A,-7.99,0.570195,3929,-2.9,0.17937,2766
Machine_06,23082859f8d046aeb641f1c29af75796,Christopher Galloway,['c'],Yes,-11.46,0.713104,3669,8.38,0.233024,2882
Machine_10,5f8f4898db554b4189530335493a5e34,Meredith Smith,"['d', 'c', 'b', 'e', 'a', 'f']",No,-8.76,0.194268,3909,6.59,0.61736,3502
Machine_12,8cd72e9f2aa1480fb18f1eaa17bab02f,Bradley Cortez,['c'],Yes,6.98,0.733746,3493,-14.59,0.504798,4783
Machine_10,1c02261438cd4bb2a45d124f8469e7c3,Matthew Munoz,"['b', 'c', 'e', 'f', 'd']",N/A,13.8,0.702789,2520,13.42,0.76062,4851
Machine_02,261964f8905546398335f11dde3f45d1,Jeffrey May,"['f', 'a']",Yes,-12.83,0.695439,3064,3.26,0.166716,2842
Machine_16,d3e6f921eb824ed79f1e68452ca5b659,Cameron Ortiz,['d'],Yes,-7.18,0.46218,3481,-2.88,0.531011,4129
Machine_08,349d4f7ac19c4ad486082cca8f2a4da5,Russell Campos,"['a', 'd']",N/A,12.21,0.927569,3603,3.96,0.304354,4853
Machine_18,f7845f1211e84f29a3654b55649c1d35,Allen Gibson,"['c', 'e', 'd', 'b', 'a', 'f']",N/A,-7.74,0.903344,3352,14.37,0.908979,2683
Machine_23,87df93d003c343f8a2064c9d1def48f5,Carlos Baker,"['c', 'f']",No,9.42,0.758147,4183,-6.22,0.60921,4940
Machine_03,6297eccee9da4692bd3e7e3556a84622,Trevor Klein,"['f', 'd']",N/A,0.8,0.78325,4971,4.25,0.679258,2848
Machine_18,b80d716a5ce3460bb7b6f4b32c6cb99d,Matthew Ellis,['f'],Yes,9.27,0.789932,3119,2.27,0.470318,4386
Machine_06,6ec83dae927b4483a0174b8d9f99b993,Danny Alexander,"['e', 'c', 'd']",Yes,6.72,0.783097,2960,-8.12,0.639451,4664
Machine_01,8e5ad9c84672427fb30985cfc7004d44,Jennifer Brandt PhD,['d'],Yes,14.84,0.974573,3937,-1.41,0.725712,4161
Machine_09,a47e792676a2435bb530c8d2cd0a9e2e,Kaitlyn Rojas,"['d', 'e', 'c', 'a', 'b']",No,12.35,0.864067,3801,14.26,0.471153,4557
Machine_17,c097783d116b48e98b39fc142ef3630b,Devin Holder,['c'],Yes,0.39,0.902782,3404,2.7,0.801687,3551
Machine_15,df5aac2f4e6c4a3dba0a18dab69b404b,Brian Patel,"['f', 'c', 'b', 'e', 'a', 'd']",No,11.23,0.567628,3577,-12.52,0.988427,3480
Machine_03,6257f68668014b5381daf1762b7ee624,Bradley Rush,['c'],No,-4.24,0.390345,4235,9.85,0.95935,4416
Machine_06,a92a22aaa7eb46a98943b1fdf480037d,Paige Swanson,"['d', 'f', 'c', 'b', 'a']",N/A,-9.46,0.42173,3496,11.4,0.684526,2554
Machine_05,e7abad9f8d444289aa68ed66e8c8af86,Stephanie Rodriguez,"['b', 'e', 'd', 'a', 'c', 'f']",Yes,8.12,0.823452,2998,12.57,0.662159,2789
Machine_12,ef4401ecb6294826a408867ba7c54729,David George,"['f', 'a', 'd', 'c', 'e']",No,12.85,0.339762,3988,0.55,0.181761,3535
Machine_20,16b3a5df2ea9459d836a0fd932e6131e,Joel Williams,['a'],No,10.99,0.507785,4462,-2.66,0.238913,4379
Machine_13,440046ac7c5a43aaa0c1ae465b417839,Molly Bradford,"['c', 'b', 'e', 'd', 'a']",Yes,13.22,0.239066,4229,13.48,0.37317,3865
Machine_06,d4f5c37868e9454b8366ddf8aab80ff0,Kristi Lee,"['c', 'b', 'f']",Yes,-13.75,0.648494,2994,12.22,0.340323,3930
Machine_03,42ce02a3e9c84c9f9a805895540c2fb8,Chris Knight,"['f', 'e', 'b']",No,-9.62,0.375778,4135,-4.88,0.542479,2991
Machine_10,942fb63019654eeab37da5c2a1a21151,Michael Lee,['b'],Yes,7.98,0.571794,3542,10.86,0.977575,2996
Machine_24,f2d4f9ba999a46beb3d323ca9049820f,Katherine Gallagher,['a'],No,-14.47,0.911471,4381,-9.15,0.976915,3278
Machine_24,b91223d7c7214bae8a1a7d341e2476a0,Stephanie Kelley DVM,['a'],N/A,-1.77,0.319441,4739,8.29,0.592541,2775
Machine_22,d1afb5d0592843e3a5600310b3af138f,Brittany Frey,['f'],No,13.9,0.273754,2603,13.38,0.701259,3651
Machine_11,332b7b64f5d14527a288206de21ae700,Madison White,['b'],No,-8.2,0.336338,3557,-1.32,0.20956,3710
Machine_21,e383766544874bc38f4bc9fb8f5888c5,Karina Lowe,"['b', 'c', 'e', 'f', 'a']",N/A,-12.38,0.796064,3618,10.42,0.999393,2695
Machine_21,5f903b4301b64456af8515120f75f845,Jacob Foster,"['c', 'b', 'd', 'a', 'f']",Yes,2.21,0.364637,3412,-6.85,0.984988,4003
Machine_17,8635586eca9c420fbdfd21e013a80840,Kimberly Delacruz,"['b', 'f']",No,11.73,0.102091,3316,6.46,0.546012,2912
Machine_07,f3bc96be1c2242daaa7015d0a5032d23,Rebecca Jackson,"['c', 'f', 'd', 'e', 'a']",N/A,10.46,0.387368,2842,11.66,0.33366,2969
Machine_20,e0154fd015b143e1a03ac6b5b4406a13,Jenna Quinn,"['a', 'f', 'd', 'c', 'b']",Yes,-8.5,0.75945,2543,3.44,0.960534,4659
Machine_12,d9d59c49a6d64be390536b6e31e5988b,Robert Knight,"['e', 'a']",Yes,3.94,0.439892,2882,0.14,0.507989,4865
Machine_14,37f1f4391fe2408da6965d1f93e948ac,Joy Love,"['d', 'f', 'b', 'c', 'a']",N/A,-7.21,0.956865,2913,2.68,0.505649,4749
Machine_22,ebdaa623b4fb4927a42dc178499769d2,Alexis Saunders,"['c', 'd', 'b', 'f']",No,11.62,0.151001,4187,-4.45,0.564571,4072
Machine_22,fafd968cca0d45369b795cb87d8dadec,Timothy Miles,"['c', 'b', 'e', 'f']",No,2.83,0.475577,4388,14.3,0.5989,2873
Machine_06,27e3632b58194508b0a7ddb39754f420,Mr. Timothy Howard,['d'],Yes,-13.18,0.171392,4815,-12.16,0.981761,3709
Machine_19,3078f629b53147f6a02c37fe85ec94dc,Rhonda Garrett,['b'],No,4.29,0.670053,3618,9.74,0.203438,2569
Machine_05,8ea62b74e26f42bb8cd3950fea6eea33,Elizabeth Thompson,"['c', 'f', 'e', 'd', 'b']",N/A,0.24,0.1732,3373,5.23,0.694367,3456
Machine_18,497c3428d49e411c8fabfa5c1741fc11,Glenn Stevens,"['e', 'd', 'f', 'a', 'b']",No,-11.86,0.868181,4773,-11.82,0.163713,4309
Machine_04,2559e99bbb20471cb15006b33efe7f18,William Chavez,"['f', 'b', 'd', 'a']",Yes,-9.82,0.364227,3145,-11.78,0.92364,2899
Machine_24,d6d5689c8e4740b6a4e2cba1e6ca022f,Beverly Schmitt,"['e', 'b', 'd']",N/A,-5.52,0.858726,4531,-14.46,0.82705,4713
Machine_05,0dc76930ddbe46a5bd5117608c6542bc,James Reynolds,"['a', 'f', 'c', 'e', 'b', 'd']",No,-12.7,0.418341,4717,10.23,0.259088,4084
Machine_10,4a151aabab4d46cf84d82f4f71c03abe,Elizabeth Nelson DVM,"['d', 'b', 'c', 'f', 'e', 'a']",No,3.65,0.373002,3496,10.81,0.25302,2830
Machine_13,b1f50c1ddffd4f90a7c405051789d244,Michelle Armstrong,"['c', 'd', 'e', 'b', 'a']",N/A,-10.33,0.9461,3392,-7.19,0.38277,3772
Machine_04,9828483a429f4451a3ad05cbb6da561e,James Davis,"['a', 'c', 'f']",No,3.37,0.123781,2627,1.91,0.825971,3840
Machine_24,c38f84230f3b4989833a275ff7dfb69e,Sheri Wood,"['d', 'f', 'a', 'c', 'e', 'b']",N/A,4.17,0.78456,4241,-13.3,0.33222,3140
Machine_22,07f031e2692b4a54acbec98c185367cc,Jean Wade,"['b', 'e']",Yes,14.62,0.633718,4159,-8.56,0.51414,3703
Machine_22,eac31a41ed284814b4fe97e48fc6b71c,Laura Montes,"['b', 'c', 'f', 'a', 'd', 'e']",N/A,9.75,0.654818,4198,8.78,0.618882,3199
Machine_25,b5ca327f6c7a4a9994ace68cb561bf98,Ashley Carter DDS,"['b', 'e']",No,13.14,0.608462,3797,-10.88,0.919623,2999
Machine_14,955df394f30d42088dfa06824a56fd67,Kimberly Cannon,"['d', 'b', 'c']",No,-9.72,0.379783,4269,2.52,0.283732,2585
Machine_09,a1eaaf0c34b44ae4b684a60e64a6bd8d,Jason Haynes,"['b', 'e']",No,5.4,0.2372,3840,-1.78,0.892856,2585
Machine_08,d4d093e314944472bf38e8c62e343a62,Samantha Fitzgerald,"['e', 'f']",Yes,-9.46,0.508462,3439,-10.1,0.753017,2687
Machine_18,6e640a1aff4f4c2191b5fbf7ec8f3746,Edward Mendez,"['c', 'f', 'b', 'a', 'd']",No,1.97,0.78581,3503,10.6,0.992986,3466
Machine_07,c210d983abf44594b6e09f461bea1a9f,Daniel Levine,"['a', 'c', 'd']",N/A,-9.11,0.178194,4446,-8.9,0.25019,3257
Machine_13,243793d9451c442395df2e7235a61668,Kristen Morse,"['e', 'f', 'b']",N/A,3.52,0.651467,3418,-5.89,0.937766,4883
Machine_22,39d7558275e0490481212c940ee23778,Richard Wilson,"['c', 'a', 'f']",Yes,-10.74,0.784862,3560,-9.8,0.756035,3328
Machine_09,ca6d60abcf88466d89f7de7b7177be9c,Katherine Oconnell,"['d', 'f', 'b', 'a', 'e']",Yes,11.85,0.40683,2683,-8.32,0.37991,2883
Machine_22,19f2ac7f3ce745a991cf6cf4af8692d2,Melissa Jackson,"['a', 'b', 'f']",No,7.71,0.131473,2790,-7.8,0.99447,3461
Machine_12,b5ded79939e3482293915e4c5e53327a,Joshua Baker,"['f', 'b', 'e', 'a', 'c']",Yes,12.68,0.579152,3551,-9.74,0.398818,4200
Machine_13,ba4e0bcb18484e02bfad3c025f4d8cac,Laura Chambers,"['e', 'b', 'c', 'd', 'f']",N/A,-6.37,0.245063,4724,-9.17,0.454535,4120
Machine_04,3b1e40c560b14a22bad44daa0be7864d,Caitlin Peterson,['c'],Yes,-5.5,0.68415,2972,-5.4,0.617504,4543
Machine_19,aa58da7cf0cc46eda4bf55eb5dbdf399,Laura Rodriguez,"['b', 'd', 'f', 'c', 'a']",N/A,6.23,0.48446,2584,3.13,0.948602,2606
Machine_01,1a5963a8d0ba4422b0b60f5d8932bcc6,Mitchell Quinn,"['e', 'f', 'b']",No,3.73,0.688142,4264,-8.38,0.238419,3175
